"x" "y"
"1" -0.0794364887788931 -0.0280889653849004
"2" -0.186560982971979 0.395389359356711
"3" -0.44115429482847 -0.103444367040702
"4" 1.76839346933475 -0.804052431738167
"5" 0.615554606226419 0.766640162514636
"6" 0.88498441607947 0.789372572486799
"7" 0.994873051387684 1.38315206155355
"8" -0.620481816658718 -3.24039716165523
"9" -0.304190350741033 -0.777734178120453
"10" 1.55566471204682 -1.2582270586226
"11" 0.840087883435208 0.0133269175698225
"12" -0.136752953000893 -1.18757643764001
"13" -0.66324284861314 0.263084042561356
"14" -0.0445900927950277 -0.176995175005418
"15" 0.344435168166941 0.542771345188684
"16" -0.30036084991807 2.43535887251955
"17" 1.64238150838906 0.189963372260004
"18" 0.129646751315858 -1.96440864366815
"19" 0.262787906293599 -0.14357622303147
"20" 0.983669364084963 1.35470341783297
